generated_index,candidate_id,prompt_window_id,real_index,activity_name,hand_acc_16g_x_mean_zerr,hand_acc_16g_x_std_relerr,hand_acc_16g_x_range_zerr,hand_acc_16g_x_stats_score,hand_acc_16g_y_mean_zerr,hand_acc_16g_y_std_relerr,hand_acc_16g_y_range_zerr,hand_acc_16g_y_stats_score,hand_acc_16g_z_mean_zerr,hand_acc_16g_z_std_relerr,hand_acc_16g_z_range_zerr,hand_acc_16g_z_stats_score,hand_gyro_x_mean_zerr,hand_gyro_x_std_relerr,hand_gyro_x_range_zerr,hand_gyro_x_stats_score,hand_gyro_y_mean_zerr,hand_gyro_y_std_relerr,hand_gyro_y_range_zerr,hand_gyro_y_stats_score,hand_gyro_z_mean_zerr,hand_gyro_z_std_relerr,hand_gyro_z_range_zerr,hand_gyro_z_stats_score,mean_zerr_avg,std_relerr_avg,range_zerr_avg,stats_score,max_channel_stats_score
0,0,5421,0,walking,0.5851674254652093,0.8627990991345251,1.4733328672603787,0.8738531832919696,5.148736140322044,1.763956549548449,5.59292830375225,3.883662736698647,0.781810468765039,0.49724332835163304,1.6735488041674242,0.8463312796801536,0.15549389320996498,0.2793770480540491,0.8441534724927718,0.34277907100416005,0.3853520291298628,0.38905805349349976,1.4415939986705781,0.5980828327834606,0.39499724259953095,0.7868607052011427,1.6135790641011756,0.7954589919405046,1.241926199915275,0.7632157972972164,2.1065227517407634,1.2233613492331494,3.883662736698647
1,1,5422,1,walking,2.7052370193735142,0.6161762439156938,3.3258321947836254,1.9937317442724083,27.068122804626938,3.1425918115817915,28.190601804767777,17.722406207437047,0.1565009832382204,0.15721463039517405,1.529123590141535,0.4313109634816648,0.6904787012508936,0.38060120599610453,1.5724621926035198,0.7429244014195032,0.36711972765624523,0.2783293128013611,1.723647078964859,0.6029090319760144,0.2006244482029052,1.7464561992221408,2.943691539385962,1.3675705668472107,5.198013947391453,1.053561567318711,6.547559733441212,3.8101421525723085,17.722406207437047
2,2,5423,2,walking,0.8789241782873558,0.48218771438914554,2.0516906722485406,0.9547828915203087,17.54562740062239,1.503667375825334,17.942951574486703,11.208308225476431,1.5667624335757568,0.09686612049279193,0.9068620108455592,0.8468238237965314,0.9108993798967391,0.7190211618703509,1.5312004306959728,0.9582083028460306,0.892401129470588,0.4781284443455039,1.4202457425507855,0.8322609780365939,0.7368682550854588,0.3505341638075678,1.7804599580796143,0.7910529591731336,3.755247129489715,0.605067496788449,4.272235064817862,2.598572863474838,11.208308225476431
3,4,5425,4,walking,0.11158226837913145,0.7910685920586065,1.9254941827198158,0.7461591807190584,4.4087066162078115,0.8661853445534576,4.869946665356114,3.0839461173757305,0.008666027992441507,0.5062451019138581,1.185157400226531,0.44299593200782605,0.8288250404461303,0.6553782650953743,2.254305730552735,1.044542468327149,0.3850952826440334,0.6823362307623029,1.9124255012720823,0.8094577056169511,0.39116085728705613,0.2825778858042453,1.0631450862259875,0.4821245144817181,1.0223393488261006,0.6306319033646408,2.2017457610588775,1.101537653088072,3.0839461173757305
4,5,5426,5,walking,0.13896731967637746,0.7571692677139364,1.7597163826706699,0.7103979114902595,1.9904945993651446,0.284254842577896,1.8768267882313086,1.285265134423478,0.11944587142379193,0.2885291319690215,0.7167525449567167,0.30654051034846874,0.1587836449239006,0.5448804210788881,1.602667640612645,0.6019991545236445,0.12116774548622287,0.7311422089432893,1.3634589952477894,0.6136157808213627,0.26155977732822544,0.3936772698261699,0.1828868066678282,0.2986721801953238,0.4650698263672772,0.49994219035153353,1.2503848597311598,0.6360817786337563,1.285265134423478
5,6,5427,6,walking,0.06254859501623684,0.7906825031957803,1.5406561241352181,0.6494236641118505,2.393721985651515,0.3710976062412894,3.0483757870511634,1.7156029941673543,0.7456558428753863,0.457140021271758,1.6805964708852246,0.8172376398359027,0.03572469410376316,0.6879300219276941,2.0450391273764064,0.6984697118878642,0.07706406325611456,0.4064622320956713,1.0381909863264822,0.40104871540601084,0.5431358804221915,0.0011556809689817864,0.7127036078637388,0.3602573461292171,0.6429751768875345,0.4524113442835292,1.6775936839397056,0.7736733452563667,1.7156029941673543
6,7,5428,7,walking,1.924498329216758,0.7804394221903869,1.8195416946519454,1.445883439493247,2.2322391946096922,0.4618675158778908,2.767395197801407,1.6311217237553146,1.7009127002057562,0.513783494491462,2.3446490098677755,1.3548082798524426,0.21447665539288832,0.3784874957229586,1.1856976785534539,0.4743251961570296,0.2581698006371723,0.5782860819815533,1.2948919467355722,0.5935607423946047,0.23623647869563827,0.23096608214429298,0.9960519466227749,0.38609141366052746,1.0944221931263176,0.4906383487347574,1.7347045790388211,0.9809651325521942,1.6311217237553146
7,8,5429,8,walking,0.09263257134186574,0.36101942432684786,0.6090794350232848,0.3032766852721424,1.5726870948506129,0.3310114597825873,2.407638282563031,1.2430070783658864,0.6385474626890207,0.5722693548405013,1.8034291742303614,0.8450125618578812,0.05129164572129471,0.3686406225874948,1.4017245888135978,0.4483178250862354,0.2675685608605355,0.6357121816968982,1.3323967618567003,0.6277916493943136,0.35791667254200626,0.1589228898054191,0.6444702297319874,0.33562987088536766,0.4967740013342226,0.4045959888399581,1.366456412036494,0.6338392784769711,1.2430070783658864
8,9,5430,9,walking,0.1547034146571537,0.6717589012119116,1.5633369866918272,0.6432523236859916,2.50832011698514,0.04287547265419672,3.486292348496219,1.7177367055549788,1.0219447776240227,0.4236004652009072,1.6795003749202566,0.9141181721140232,0.1455645896266774,0.1933375253049355,1.2285578446734622,0.38127241490733765,0.03793085768958118,0.36502514598525576,1.1434609555752477,0.38987459258498436,0.21220216214066687,0.23441379573872378,0.5653855387527165,0.29172349090229954,0.6801109864538737,0.3218352176826551,1.611089008184955,0.7229962832916026,1.7177367055549788
9,10,5431,10,walking,0.16842333882508242,0.7246773087099629,1.3047661655304,0.6181934921200982,3.859909201430984,0.24358727817578976,3.6313193118581317,2.367662454214336,0.2982442893529599,0.6852229941974987,1.3250614940884557,0.6583992122378746,0.07059891971895535,0.48270116629225485,1.1129623534304374,0.44391250509057156,0.1179832234896349,0.36379570493381985,0.5225901304028969,0.2972295974499613,0.12464867999382487,0.11883711689616679,0.30216959854767333,0.15782823846553135,0.7733012754685734,0.4364702615342488,1.3664781756429993,0.7572042499297288,2.367662454214336
