generated_index,candidate_id,prompt_window_id,real_index,activity_name,hand_acc_16g_x_mean_zerr,hand_acc_16g_x_std_relerr,hand_acc_16g_x_range_zerr,hand_acc_16g_x_stats_score,hand_acc_16g_y_mean_zerr,hand_acc_16g_y_std_relerr,hand_acc_16g_y_range_zerr,hand_acc_16g_y_stats_score,hand_acc_16g_z_mean_zerr,hand_acc_16g_z_std_relerr,hand_acc_16g_z_range_zerr,hand_acc_16g_z_stats_score,hand_gyro_x_mean_zerr,hand_gyro_x_std_relerr,hand_gyro_x_range_zerr,hand_gyro_x_stats_score,hand_gyro_y_mean_zerr,hand_gyro_y_std_relerr,hand_gyro_y_range_zerr,hand_gyro_y_stats_score,hand_gyro_z_mean_zerr,hand_gyro_z_std_relerr,hand_gyro_z_range_zerr,hand_gyro_z_stats_score,mean_zerr_avg,std_relerr_avg,range_zerr_avg,stats_score,max_channel_stats_score
256,267,5879,267,running,0.369497973815321,0.45826826329527137,0.7376094339213844,0.47862838162851384,0.5052940830491063,0.1401991009358483,0.4925085648443295,0.3566989865628477,0.34271527922138517,0.35309949752826764,1.1754485450993517,0.5134156197197315,0.2782279982206591,0.3406450428873616,1.0323197324521942,0.45401316293364713,0.22545356981789888,0.28864835344898593,0.34986725655792533,0.275614220618339,0.18304405400200024,0.5021273570607878,0.9011837480243008,0.4543053140299754,0.3173721596877284,0.34716460252608705,0.781489546816581,0.42211261424884244,0.5134156197197315
273,284,5896,284,running,0.007907306040728144,0.14329079293226876,0.6009563128536947,0.18067050215993768,0.9221865431047731,0.4942707369981678,1.5167445292902841,0.8699318178992332,0.09149202680944266,0.5658023835770118,1.347262866763448,0.5323703375072715,0.6654843242465097,0.016910242882779702,0.6609230167101342,0.40514243019374263,0.06318593957450952,0.15435448121488768,0.4844833978374353,0.18391284788324597,0.2637430586682015,0.5125491060585675,0.7788492383848649,0.46628671356768064,0.33566653307402744,0.3145296239439472,0.8982032269733101,0.4397191082018519,0.8699318178992332
275,286,5898,286,running,0.05933676810068164,0.10542415061775338,0.5737883992653445,0.18066204734044294,1.08672115408539,0.5622981855064441,1.786027020108168,1.0168131398583673,0.3809242604990638,0.6352646235617466,1.2898028601809857,0.6644361256605213,0.42586247667802124,0.3470806463629798,0.9224757295794193,0.49367239513228434,0.26563016652522725,0.18951288572014316,0.47649286627500376,0.2773557941531489,0.06402139764860135,0.14428033959974942,0.08176219047756358,0.09967313299485303,0.38041603725616424,0.33064347189480275,0.8550581776477476,0.45543543918993634,1.0168131398583673
231,237,5849,237,running,0.13095659666635867,0.36695936119977496,0.9493415806801213,0.38903469928247775,0.8007632954419195,0.5220321621586118,1.4201884572557486,0.8131558744913623,0.06786092516905132,0.517413543611473,0.978501948816128,0.4298101772754353,0.5958985963781788,0.160188791096717,0.956816011830475,0.49379815735605337,0.30014351652309357,0.2822631899076017,0.41209161470058875,0.31538100551239584,0.009992449042262288,0.46134732600430184,0.5234004664118759,0.29321600330100084,0.3176025632034773,0.38503406232974674,0.8733900132824894,0.45573265286978754,0.8131558744913623
285,296,5908,296,running,0.10955109836092117,0.15961371811441225,0.2291558742473332,0.1534971014396,0.899652227480613,0.520791335930291,2.049948506482885,0.9781671266609386,0.3705137904521903,0.514470198477682,1.7942834513764807,0.7128502858472452,0.6078133835133005,0.5770647245294908,1.256115426698815,0.7251743285568795,0.06124542937947641,0.04451495290592015,0.39122162404941685,0.120548477724042,0.019759084563945765,0.08132037129379728,0.06311314079815099,0.053054410502727425,0.34475583562507456,0.3162958835419322,0.9639730039421804,0.45721528845523884,0.9781671266609386
198,200,5812,200,running,0.03972438218811945,0.10075373494427041,1.3803236407597246,0.3322559750049009,0.8951890303849926,0.4016762360660942,1.0532813251238058,0.7294023716051959,0.12748740325913618,0.44083163519902546,0.6122259766387234,0.3497728107110093,0.24055574764797064,0.4523014403668803,0.9185537869594677,0.46085363259783396,0.4854458885187973,0.13766525241124913,0.8487710311098102,0.41899866259398066,0.20085559462450808,0.6362916649985457,1.0067292157364762,0.5362047469965168,0.3315430077705874,0.36158666066434425,0.9699808293880011,0.47124803325157294,0.7294023716051959
269,280,5892,280,running,0.1664310783988443,0.13888948426038839,0.9638442119457367,0.3148970674528404,0.5581343008284888,0.2245530873620288,1.6661968041260242,0.646314316101412,0.2975046071226734,0.3951040127443377,0.9695339880364935,0.47095024555410314,0.646976753543405,0.2733260580137664,1.0903281917759018,0.586186762978049,0.2402955627093649,0.4918321755146172,0.8524886975724113,0.4633488348040751,0.04129979249312361,0.43358567890836236,0.8286706876398913,0.3556883260885727,0.3251070158493166,0.3262150828005835,1.0618437635160765,0.4728975921631754,0.646314316101412
210,215,5827,215,running,0.33721749553703184,0.5040683278909569,1.0913206345160584,0.5547784562744073,0.7725118598505739,0.44912588193635494,1.2975026148551985,0.7481556196858112,0.13301492016855015,0.3345945889969221,1.6871727405853543,0.5244783517832597,0.6549032933624399,0.27890507989323504,0.8706473667411547,0.547652822650501,0.4372150523660076,0.13991905180513545,0.10844955823015391,0.252543553314488,0.0631801837501258,0.31671396072351954,0.6219646717402081,0.27635059213749974,0.3996738008391216,0.33722114854102064,0.9461762644446882,0.4839932326409945,0.7481556196858112
274,285,5897,285,running,0.05707347622984544,0.3311838763836393,0.7811834940900042,0.3115396398633947,1.2081755464861301,0.06881031359201277,1.5524209217345537,0.8212785283781681,0.12582259167144588,0.13366129858557405,0.9988234523363759,0.3035582465700831,0.7985478646116829,0.4098351409960749,1.233588538751793,0.7300709099934617,0.05037420543272104,0.4161655145413332,0.6151265321255746,0.3096411944147366,0.13073381366168618,0.4734620034847754,0.9474346005913812,0.43116524697686087,0.395121249682252,0.3055196912639016,1.0214295899382806,0.4845422943661176,0.8212785283781681
191,193,5805,193,running,0.09684307786667394,0.2898413672470663,2.0151350885895143,0.557700795763399,1.2243471115219937,0.3911814673509744,2.0272637121296584,1.0516641739751191,0.2898400442569371,0.13425858360451753,0.43471391946991533,0.2565822350385649,0.07760939438521111,0.2014141364888469,0.48821444747288417,0.20925230184420004,0.44133801802653566,0.3960437056479647,0.29147015937364257,0.3932467213445287,0.18832704224540703,0.3542467942780755,1.218513486153141,0.4607322318400212,0.38638411471712647,0.29449767576957425,1.0792184688647926,0.48819640996763886,1.0516641739751191
