generated_index,candidate_id,prompt_window_id,real_index,activity_name,hand_acc_16g_x_mean_zerr,hand_acc_16g_x_std_relerr,hand_acc_16g_x_range_zerr,hand_acc_16g_x_stats_score,hand_acc_16g_y_mean_zerr,hand_acc_16g_y_std_relerr,hand_acc_16g_y_range_zerr,hand_acc_16g_y_stats_score,hand_acc_16g_z_mean_zerr,hand_acc_16g_z_std_relerr,hand_acc_16g_z_range_zerr,hand_acc_16g_z_stats_score,hand_gyro_x_mean_zerr,hand_gyro_x_std_relerr,hand_gyro_x_range_zerr,hand_gyro_x_stats_score,hand_gyro_y_mean_zerr,hand_gyro_y_std_relerr,hand_gyro_y_range_zerr,hand_gyro_y_stats_score,hand_gyro_z_mean_zerr,hand_gyro_z_std_relerr,hand_gyro_z_range_zerr,hand_gyro_z_stats_score,mean_zerr_avg,std_relerr_avg,range_zerr_avg,stats_score,max_channel_stats_score
151,255,5867,255,running,0.2582412522961812,0.5078292345246935,1.269098007341788,0.5602477961967075,0.5704635172934428,0.5137313508639371,1.2630610275825442,0.6862901527794608,0.0722174556074028,0.5626127039328961,1.4312110331928904,0.5401742704546977,0.39220273499386177,0.7633872666704211,2.1974558972099287,0.9017271801076989,0.4408939649771178,0.19810523097759136,0.4377212923115002,0.34314393684418376,0.0172175115672433,0.3208188795100498,0.4339090821433202,0.2219963728595813,0.29187273945587494,0.4777474444132648,1.1720760566303285,0.5422632848737217,0.9017271801076989
139,225,5837,225,running,0.012628068379569531,0.4245856433287735,1.2116344453920522,0.4172123737617477,0.4908515792243003,0.4136932100723101,1.1650613237879683,0.5948301804762379,0.8146944757206207,0.6451378939715143,1.6479517550267082,0.9135232988821957,0.3478424858888712,0.7248986031348748,2.4699450287001143,0.9230854413495213,0.18840713193201794,0.004911275681547333,0.25367120240954,0.12806160352733412,0.1342711680769868,0.4779280596953236,0.7931494322253381,0.4035095775539918,0.33144915153706106,0.44852578098072393,1.2569021979236201,0.5633704125918381,0.9230854413495213
137,220,5832,220,running,0.02438674715258576,0.7097708192341182,1.661898639000395,0.6260427543547606,1.0866942687693244,0.484319960545037,1.9164583615580912,1.0116973640373628,0.3084679162224081,0.5619716071074673,1.4039958413609952,0.6289749776041492,0.5162683232621758,0.5763234135062907,1.7445818730197147,0.7859530693113296,0.0016134524287388476,0.10633471180342707,0.09354378498383688,0.06188802268963375,0.05572376127076159,0.43960501605305363,0.6664669592055916,0.3314249027706444,0.33219241151766576,0.479720921374899,1.247824243188104,0.5743301817946467,1.0116973640373628
156,263,5875,263,running,0.229149315879472,0.606565769099292,1.2207986878088486,0.5784457715532754,1.2646461040516919,0.5844784422795926,1.8706533788940667,1.1137804943113272,0.4205154345970984,0.525398530194568,1.315358870564237,0.641437360029514,0.5237489295103912,0.4480936615555375,1.1401498476664225,0.616767005959656,0.34441439237939303,0.03969385537756503,0.11927341782903098,0.17749798266858943,0.07679907979308495,0.4558991729149043,0.6614807526031006,0.34537545160381583,0.47654554270185523,0.4433549052369099,1.0546191592276177,0.5788840110210296,1.1137804943113272
145,237,5849,237,running,0.11605202849442771,0.6585279864753322,1.428061662103954,0.5954443384086948,0.9271343721038305,0.5411208763304706,1.3659756198191095,0.8604972233375423,0.4051372920301468,0.69804816429791,1.4885433972751345,0.7389828619862497,0.658437749763161,0.5901386787353313,1.7835350520662594,0.8561375818126489,0.0020908093735163224,0.15502116237233277,0.34195031384705554,0.13123485146775074,0.014851533967853374,0.4434238679032686,0.5754980534302079,0.2984097714344904,0.35395063095548923,0.5143801226857742,1.1639273497569533,0.5801177714078961,0.8604972233375423
126,199,5811,199,running,0.08244896275984381,0.6379264263508163,1.4796383560203743,0.5840778268483389,1.065603542839294,0.4834603393903337,1.4466555651653397,0.9089566659249191,0.15658372309472826,0.6788174483097261,1.631783640633027,0.6605171966883872,0.43066955406423024,0.665869589574032,1.7567101018235827,0.7899576778200215,0.40224557212540807,0.33335611797834225,0.6124794707052026,0.4167365701825407,0.036480105553864675,0.24000534809696866,0.4192655586451767,0.19444729318936868,0.36233857673956155,0.5065725449500366,1.2244221154987838,0.592448871775596,0.9089566659249191
153,259,5871,259,running,0.29586903266865255,0.5734858400539109,1.2685859597217521,0.6014591410333758,0.8965669825564949,0.5078324574249535,1.3798264875506001,0.8377250735026995,0.367239703170494,0.4372930001309769,1.1484507573104825,0.5515032327826849,0.5720826230039654,0.5812513245265953,1.6134298047772933,0.784019539967683,0.30303670862674276,0.5040329137419957,0.5758314043256197,0.4379941298126193,0.046711091675609884,0.4153252173864221,0.8083348098548144,0.3464814855957757,0.4135843569503266,0.5032034588774756,1.1324098705900938,0.5931971004491396,0.8377250735026995
132,209,5821,209,running,0.1585303942480476,0.6107103068947712,1.309351195824581,0.5695665196220437,0.7895333261452051,0.6106123780497088,1.4321937909163325,0.8464970398612321,0.770362977148939,0.5291151432514074,1.3902631291086032,0.7978438739818592,0.4633955106182808,0.6049912940104702,1.8835767170017803,0.8040700652518565,0.06508423990108732,0.025623535247031145,0.2467759391962449,0.08563829789849636,0.0536970203054251,0.6007622383549319,0.9699799767776429,0.4557796988196714,0.3834339113944974,0.4969691493013868,1.205356791470864,0.5932325825725265,0.8464970398612321
154,260,5872,260,running,0.030675284429259604,0.49896582288167535,1.0747788194394632,0.4268122068122666,0.6792979248522091,0.5456123275772092,1.5025305485777845,0.7904702106873243,0.37971945923755385,0.7143666252630935,1.4353820905841626,0.7247108519170915,0.4426779336640465,0.5779767576591108,1.7692065441062912,0.7621031853505211,0.3412663569993437,0.3225780030616712,0.474338758341227,0.3604054956926514,0.008950037986838097,0.7585940134158623,1.3643945899519356,0.5798965385514674,0.31376449952820845,0.5696822583097704,1.2701052251668106,0.6073997481685537,0.7904702106873243
136,218,5830,218,running,0.28156420279491884,0.4045422911694846,0.7436248736977662,0.42316757232531466,0.8840809941648671,0.6706257672595122,1.6990947056605372,0.9617016457018592,0.10006483444537528,0.5164712706212004,1.752726100778318,0.5971596621822939,0.5565242555357796,0.4645191375319833,1.6899064008955778,0.7463986374062207,0.2912904701365775,0.33614081273507035,0.6578977435242894,0.38255206185351703,0.15985790898218608,0.6199645874836922,1.1591984959231567,0.5437686977709827,0.37889711100995066,0.5020439778001572,1.2837413867466074,0.6091247128733647,0.9617016457018592
159,269,5881,269,running,0.14143561935424806,0.5604022911616734,1.397047001157488,0.5601445644378662,0.8715380471570165,0.3680160988372039,1.2433059448601447,0.7444828473697171,0.030952617213676054,0.49739654267534367,1.1919749225305736,0.4497346484617226,0.27101967466159127,0.5866101301817187,1.528057575908489,0.6486634371190219,0.5790908719654436,0.6540074823079286,1.126182562554324,0.7184758542202138,0.16172366904344007,0.6413394387793158,1.0831531312681095,0.5378558693827242,0.3426267498992359,0.5512953306571974,1.261620189713188,0.609892870165211,0.7444828473697171
135,217,5829,217,running,0.012616699404514192,0.6058591521313131,1.0891159432048192,0.4652135292552948,1.0206659487418486,0.5629158213470946,1.4283488861795224,0.9191024852714818,0.37790648893222706,0.47625063884634417,1.8131903836499559,0.7043009278414196,0.577564407894283,0.7768838463675452,1.8611418869832526,0.9140076791013818,0.10592538484588652,0.09362226114247595,0.2669706077100121,0.1332131799373474,0.029884955961338795,0.7143679074127309,1.2451610010470786,0.5467333455590437,0.3540939809633497,0.5383166045412506,1.2839881181291068,0.6137618578276616,0.9191024852714818
