generated_index,candidate_id,prompt_window_id,real_index,activity_name,hand_acc_16g_x_mean_zerr,hand_acc_16g_x_std_relerr,hand_acc_16g_x_range_zerr,hand_acc_16g_x_stats_score,hand_acc_16g_y_mean_zerr,hand_acc_16g_y_std_relerr,hand_acc_16g_y_range_zerr,hand_acc_16g_y_stats_score,hand_acc_16g_z_mean_zerr,hand_acc_16g_z_std_relerr,hand_acc_16g_z_range_zerr,hand_acc_16g_z_stats_score,hand_gyro_x_mean_zerr,hand_gyro_x_std_relerr,hand_gyro_x_range_zerr,hand_gyro_x_stats_score,hand_gyro_y_mean_zerr,hand_gyro_y_std_relerr,hand_gyro_y_range_zerr,hand_gyro_y_stats_score,hand_gyro_z_mean_zerr,hand_gyro_z_std_relerr,hand_gyro_z_range_zerr,hand_gyro_z_stats_score,mean_zerr_avg,std_relerr_avg,range_zerr_avg,stats_score,max_channel_stats_score
291,294,5906,294,running,0.054097980416491824,0.34566788219186745,0.77092898987198,0.31409214301773974,1.0910551932776948,0.5889951585656606,1.7618231977685048,1.0243847802910433,0.020767977363184875,0.18536214452040817,0.8376291471615174,0.2499778781857407,0.3712951802576229,0.18643090584459315,1.5856880469774202,0.5402280438363705,0.22598883606574255,0.5538153381920339,0.8448967524028201,0.48090102018367464,0.13807116406804584,0.06815495910024107,0.3896564197561826,0.1604217332185513,0.31687938857479714,0.32140439806913407,1.0317704256564042,0.46166759978885336,1.0243847802910433
242,244,5856,244,running,0.14095811943065534,0.7769086180257585,1.6033080159112214,0.6878082981648099,0.7379126703429456,0.4918271690025164,1.382887819085073,0.7684734995551994,0.23817580415446832,0.3605480886192688,0.7449978452863663,0.3884891261667681,0.4728980056674613,0.5069307760272399,1.613572811123416,0.7146460749025637,0.4380082426475862,0.07993907418198258,0.3326217653126734,0.2737032797943622,0.010611285071025846,0.013508838981934088,0.3624624270863632,0.08214053503845661,0.33976068788569047,0.37161042747311673,1.0066417806341856,0.48587680227036006,0.7684734995551994
292,295,5907,295,running,0.04192789141347727,0.01565113026086445,0.281538142253654,0.07933923712046749,0.7950106377433191,0.6160297242790715,1.4888443620428533,0.8621850172175269,0.08831067836716536,0.6159572446576805,1.7031008212082546,0.6223273334515893,0.42624340136692634,0.7254317211438053,1.8160391894232917,0.8238778868889511,0.24418269377376525,0.2027090928791612,0.43483300459541474,0.2657233155802535,0.0762915314626993,0.4259424102849853,0.616544973449957,0.3242025713890653,0.2786611390212254,0.43362022058426136,1.0568167488289044,0.49627589360797564,0.8621850172175269
275,278,5890,278,running,0.07458423792517418,0.16474366072226956,0.8838732885222854,0.2725058171634346,0.7749020380719397,0.4372242007986951,1.1700198171742484,0.7188544589831036,1.3954566652460616,0.1914106085318928,1.119417310107586,0.858630371532699,0.4400705863402763,0.7818073035242468,2.1096273416887783,0.9106766242835649,0.03565174318464315,0.07211939060720499,0.17414886516186465,0.07793822654911219,0.13820152589920856,0.13718448171223116,0.2422956772031416,0.1586135384852042,0.4764777994445506,0.2974149409827567,0.9498970499763174,0.4995365061661865,0.9106766242835649
276,279,5891,279,running,0.21724843476809813,0.2293869175017393,1.0561728072867047,0.38988870236527595,1.3050810672530218,0.21659965893662358,2.0726843431787643,1.023209159111611,0.3605929214580141,0.49365179186534625,1.2950144741910425,0.6007007801675528,0.6843040963253343,0.5321038736397005,1.5178244740129951,0.790128082788613,0.1695400556779663,0.09691824140638068,0.2066626797718217,0.14791585478810315,0.004879476045723904,0.06777398183788898,0.2602512278809875,0.08111162872964266,0.4569410085880264,0.2727390775312799,1.0681016677203858,0.5054923679917998,1.023209159111611
200,202,5814,202,running,0.15887756969173314,0.6663376111822059,1.558456811799958,0.6417774347095673,0.713938895945372,0.3082751612175697,1.1167181124168584,0.6322292453485484,0.07524347554832045,0.7994440805333553,1.9480197286741947,0.7394789681675092,0.38669554610357354,0.5015453323280277,1.5236176544079632,0.6600198822542331,0.5226682853586269,0.14547002990290797,0.14360198929624723,0.2959757239638634,0.11704136983747584,0.02841310136497205,0.10365824433638175,0.07891343734825551,0.329077523747517,0.40824755275483976,1.0656787568219337,0.5080657819653295,0.7394789681675092
224,226,5838,226,running,0.04815461129203479,0.05787112524745114,0.5051387341151643,0.14343804143882724,0.5661154198932267,0.5211575097948828,1.312270334703468,0.6973632388159374,0.8507443465742509,0.4244611863747385,1.3515765503805468,0.7803975232557052,0.4998060828095481,0.3789929365826034,1.684797537152205,0.6884791151873016,0.24535536488357848,0.3684011753573781,0.7841867467307959,0.40233996544254186,0.10237825759733567,0.43557350126431804,0.8127456214300814,0.37772982783067777,0.38542568050832915,0.36440957243689537,1.075119254085377,0.5149579519951653,0.7803975232557052
272,275,5887,275,running,0.0902939244976446,0.5060334900985459,1.3431932269765674,0.5071696112337898,1.0382731573867259,0.773136679992799,1.548119246610558,1.0341877842739216,0.12095249430093952,0.3305456813180294,1.3204587866234418,0.44469102757227597,0.48033828176789,0.05745628346797109,1.121700871402548,0.43945800037485405,0.2891591222825387,0.2248429549680211,0.41850923205807,0.28930267731183795,0.1531693973646059,0.48015118693257425,0.9120686866424896,0.43574197104737,0.3620310629333907,0.3953610461296568,1.1106750083856125,0.5250918453023415,1.0341877842739216
237,239,5851,239,running,0.1658662390743068,0.28973834750215083,0.861225004247204,0.3544868354800239,1.0545442478018223,0.3878365027666363,1.7197234004172848,0.9208969803108404,0.056431339718298244,0.22531951141845125,0.7629157915162096,0.26528349875794177,0.6127261976255987,0.6095851236476874,1.8242518956080787,0.8537749076309302,0.13605652307759478,0.6930688932126085,1.1355779059621922,0.5587657477085197,0.13112696849301064,0.16431378434169353,0.40769968881094515,0.1997162388960707,0.3594585859651053,0.39497702714820465,1.1185656144269858,0.5254873681307212,0.9208969803108404
202,204,5816,204,running,0.1076614073479337,0.3240397281768978,1.201543263063804,0.4129891068226934,0.847254899098131,0.15685651189340097,1.403356532446219,0.6823158708858565,0.5312060155302011,0.33554756521232754,1.1462187729192705,0.5759451868808656,0.5029921838839552,0.5200143167129094,1.5791411856349582,0.7250308373657375,0.5233465377491704,0.022845847859437274,0.4500488359100965,0.3084867214254624,0.07988131642341613,0.615040907250627,1.0063665102231871,0.47924219151425473,0.432057060005468,0.3290574795176,1.1311125166995892,0.5306683191491451,0.7250308373657375
